,,,,,Rashee Rice,,,,,Tony Pollard,,,,,Zach Ertz,,,,,Tua Tagovailoa,,,
,24.9,,,,WR20,KC,26,+1.4,,RB20,TEN,29,+2.4,,TE20,WAS,35,,,QB20,MIA,28,
,,,,,Tetairoa McMillan,,,,,RJ Harvey,,,,,Hunter Henry,,,,,Cam Ward,,,
,21.5,,,,WR21,CAR,23,,,RB21,DEN,25,,,TE21,NE,31,,,QB21,TEN,24,
,,,,,DK Metcalf,,,,,Isiah Pacheco,,,,,,,,,,Justin Fields,,,
,21.4,,,,WR22,PIT,28,+1.8,,RB22,KC,27,+0.4,,,,,,,QB22,NYJ,27,
,,,,,DJ Moore,,,,,D'Andre Swift,,,,,,,,,,Geno Smith,,,
,19.1,,,,WR23,CHI,29,+0.3,,RB23,CHI,27,+2.6,,,,,,,QB23,LV,35,+0.1
,,,,,Courtland Sutton,,,,,Quinshon Judkins,,,,,,,,,,Matthew Stafford,,,
,18.8,,,,WR24,DEN,30,,,RB24,CLE,22,+2.5,,,,,,,QB24,LAR,38,
,,,,,Xavier Worthy,,,,,Aaron Jones,,,,,,,,,,Bryce Young,,,
,18.1,,,,WR25,KC,23,,,RB25,MIN,31,,,,,,,,QB25,CAR,25,
,,,,,Jaylen Waddle,,,,,Kaleb Johnson,,,,,,,,,,Michael Penix Jr.,,,
,17.0,,,,WR26,MIA,27,,,RB26,PIT,22,+2.3,,,,,,,QB26,ATL,26,
,,,,,Zay Flowers,,,,,Tyrone Tracy Jr.,,,,,,,,,,Sam Darnold,,,
,15.1,,,,WR27,BAL,26,,,RB27,NYG,26,+2.2,,,,,,,QB27,SEA,29,
,,,,,Jameson Williams,,,,,Cam Skattebo,,,,,,,,,,Aaron Rodgers,,,
,14.6,,,,WR28,DET,25,+1.0,,RB28,NYG,24,,,,,,,,QB28,PIT,42,
,,,,,Travis Hunter,,,,,Rhamondre Stevenson,,,,,,,,,,Russell Wilson,,,
,13.9,,,,WR29,JAX,23,+0.5,,RB29,NE,28,+1.8,,,,,,,QB29,NYG,37,
,,,,,Calvin Ridley,,,,,Najee Harris,,,,,,,,,,,,,
,13.2,,,,WR30,TEN,31,,,RB30,LAC,28,,,,,,,,,,,
,,,,,Jordan Addison,,,,,J.K. Dobbins,,,,,,,,,,,,,
,12.8,,,,WR31,MIN,24,,,RB31,DEN,27,,,,,,,,,,,
,,,,,Chris Olave,,,,,Jaylen Warren,,,,,,,,,,,,,
,12.0,,,,WR32,NO,26,,,RB32,PIT,27,+1.5,,,,,,,,,,
,,,,,Emeka Egbuka,,,,,Javonte Williams,,,,,,,,,,,,,
,10.5,,,,WR33,TB,23,,,RB33,DAL,26,,,,,,,,,,,
,,,,,Jerry Jeudy,,,,,Travis Etienne Jr.,,,,,,,,,,,,,
,9.8,,,,WR34,CLE,27,,,RB34,JAX,27,+2.1,,,,,,,,,,
,,,,,Rome Odunze,,,,,Zach Charbonnet,,,,,,,,,,,,,
,8.1,,,,WR35,CHI,24,,,RB35,SEA,25,,,,,,,,,,,
,,,,,George Pickens,,,,,Brian Robinson Jr.,,,,,,,,,,,,,
,7.7,,,,WR36,DAL,25,,,RB36,WAS,27,,,,,,,,,,,
,,,,,Deebo Samuel,,,,,Tank Bigsby,,,,,,,,,,,,,
,7.6,,,,WR37,WAS,30,,,RB37,JAX,24,,,,,,,,,,,
,,,,,Jakobi Meyers,,,,,Rachaad White,,,,,,,,,,,,,
,7.5,,,,WR38,LV,29,+0.3,,RB38,TB,27,,,,,,,,,,,
,,,,,Jauan Jennings,,,,,Braelon Allen,,,,,,,,,,,,,
,7.3,,,,WR39,SF,29,,,RB39,NYJ,22,,,,,,,,,,,
,,,,,Cooper Kupp,,,,,Jordan Mason,,,,,,,,,,,,,
,5.5,,,,WR40,SEA,33,,,RB40,MIN,27,,,,,,,,,,,
,,,,,Khalil Shakir,,,,,Isaac Guerendo,,,,,,,,,,,,,
,5.5,,,,WR41,BUF,26,+0.8,,RB41,SF,25,+1.8,,,,,,,,,,
,,,,,Stefon Diggs,,,,,Ray Davis,,,,,,,,,,,,,
,5.3,,,,WR42,NE,32,,,RB42,BUF,26,+2.1,,,,,,,,,,
,,,,,Jayden Reed,,,,,Tyjae Spears,,,,,,,,,,,,,
,4.7,,,,WR43,GB,26,,,RB43,TEN,25,+2.1,,,,,,,,,,
,,,,,Keon Coleman,,,,,Trey Benson,,,,,,,,,,,,,
,4.6,,,,WR44,BUF,23,,,RB44,ARI,24,,,,,,,,,,,
,,,,,Ricky Pearsall,,,,,Dylan Sampson,,,,,,,,,,,,,
,4.6,,,,WR45,SF,25,,,RB45,CLE,21,+0.7,,,,,,,,,,
,,,,,Josh Downs,,,,,Bhayshul Tuten,,,,,,,,,,,,,
,4.6,,,,WR46,IND,25,+1.4,,RB46,JAX,23,,,,,,,,,,,
,,,,,Chris Godwin,,,,,Jaydon Blue,,,,,,,,,,,,,
,4.6,,,,WR47,TB,30,+1.1,,RB47,DAL,22,,,,,,,,,,,
,,,,,Matthew Golden,,,,,,,,,,,,,,,,,,
,4.6,,,,WR48,GB,23,,,,,,,,,,,,,,,,
,,,,,Michael Pittman Jr.,,,,,,,,,,,,,,,,,,
,4.5,,,,WR49,IND,28,+3.0,,,,,,,,,,,,,,,
,,,,,Darnell Mooney,,,,,,,,,,,,,,,,,,
,3.8,,,,WR50,ATL,28,,,,,,,,,,,,,,,,
,,,,,Rashid Shaheed,,,,,,,,,,,,,,,,,,
,3.6,,,,WR51,NO,28,,,,,,,,,,,,,,,,
,,,,,Jayden Higgins,,,,,,,,,,,,,,,,,,
,3.5,,,,WR52,HOU,23,,,,,,,,,,,,,,,,
,,,,,Tre Harris,,,,,,,,,,,,,,,,,,
,3.2,,,,WR53,LAC,24,,,,,,,,,,,,,,,,
,,,,,Luther Burden III,,,,,,,,,,,,,,,,,,
,3.1,,,,WR54,CHI,22,,,,,,,,,,,,,,,,
,,,,,Brandon Aiyuk,,,,,,,,,,,,,,,,,,
,2.5,,,,WR55,SF,28,,,,,,,,,,,,,,,,
,,,,,Marvin Mims Jr.,,,,,,,,,,,,,,,,,,
,2.4,,,,WR56,DEN,24,,,,,,,,,,,,,,,,
,,,,,Amari Cooper,,,,,,,,,,,,,,,,,,
,2.4,,,,WR57,LV,32,,,,,,,,,,,,,,,,
,,,,,Adam Thielen,,,,,,,,,,,,,,,,,,
,2.4,,,,WR58,CAR,36,,,,,,,,,,,,,,,,
,,,,,Kayshon Boutte,,,,,,,,,,,,,,,,,,
,2.2,,,,WR59,NE,24,,,,,,,,,,,,,,,,
,,,,,Wan'Dale Robinson,,,,,,,,,,,,,,,,,,
,2.2,,,,WR60,NYG,25,,,,,,,,,,,,,,,,
